Date,Object,X_AU,Y_AU,Z_AU,VX_AU_per_day,VY_AU_per_day,VZ_AU_per_day
A.D. 2026-Jan-05 18:00:00.0000,3I/ATLAS,-1.717065025,2.229019261,-0.060421838,-0.003965294956,0.036202430623,-0.002236257230
A.D. 2026-Jan-06 00:00:00.0000,3I/ATLAS,-1.718055638,2.238068946,-0.060980877,-0.003959617585,0.036195056133,-0.002236056313
A.D. 2026-Jan-06 06:00:00.0000,3I/ATLAS,-1.719044837,2.247116792,-0.061539866,-0.003953983793,0.036187712937,-0.002235855213
A.D. 2026-Jan-06 12:00:00.0000,3I/ATLAS,-1.720032633,2.256162806,-0.062098805,-0.003948393158,0.036180400904,-0.002235653943
A.D. 2026-Jan-06 18:00:00.0000,3I/ATLAS,-1.721019037,2.265206995,-0.062657693,-0.003942845262,0.036173119906,-0.002235452515
A.D. 2026-Jan-07 00:00:00.0000,3I/ATLAS,-1.722004060,2.274249368,-0.063216531,-0.003937339693,0.036165869812,-0.002235250944
A.D. 2026-Jan-07 06:00:00.0000,3I/ATLAS,-1.722987711,2.283289932,-0.063775319,-0.003931876041,0.036158650491,-0.002235049241
A.D. 2026-Jan-07 12:00:00.0000,3I/ATLAS,-1.723970001,2.292328696,-0.064334056,-0.003926453903,0.036151461812,-0.002234847419
A.D. 2026-Jan-07 18:00:00.0000,3I/ATLAS,-1.724950941,2.301365666,-0.064892742,-0.003921072879,0.036144303645,-0.002234645488
A.D. 2026-Jan-08 00:00:00.0000,3I/ATLAS,-1.725930541,2.310400850,-0.065451378,-0.003915732576,0.036137175858,-0.002234443462
A.D. 2026-Jan-08 06:00:00.0000,3I/ATLAS,-1.726908811,2.319434256,-0.066009964,-0.003910432601,0.036130078320,-0.002234241352
A.D. 2026-Jan-08 12:00:00.0000,3I/ATLAS,-1.727885760,2.328465892,-0.066568499,-0.003905172568,0.036123010899,-0.002234039169
A.D. 2026-Jan-08 18:00:00.0000,3I/ATLAS,-1.728861400,2.337495764,-0.067126984,-0.003899952097,0.036115973464,-0.002233836923
A.D. 2026-Jan-09 00:00:00.0000,3I/ATLAS,-1.729835740,2.346523881,-0.067685418,-0.003894770807,0.036108965883,-0.002233634626
A.D. 2026-Jan-09 06:00:00.0000,3I/ATLAS,-1.730808789,2.355550250,-0.068243801,-0.003889628326,0.036101988025,-0.002233432288
A.D. 2026-Jan-09 12:00:00.0000,3I/ATLAS,-1.731780557,2.364574878,-0.068802134,-0.003884524285,0.036095039756,-0.002233229919
A.D. 2026-Jan-09 18:00:00.0000,3I/ATLAS,-1.732751054,2.373597772,-0.069360416,-0.003879458317,0.036088120945,-0.002233027530
A.D. 2026-Jan-10 00:00:00.0000,3I/ATLAS,-1.733720289,2.382618940,-0.069918647,-0.003874430060,0.036081231461,-0.002232825131
A.D. 2026-Jan-10 06:00:00.0000,3I/ATLAS,-1.734688272,2.391638390,-0.070476828,-0.003869439158,0.036074371172,-0.002232622731
A.D. 2026-Jan-10 12:00:00.0000,3I/ATLAS,-1.735655012,2.400656128,-0.071034959,-0.003864485257,0.036067539944,-0.002232420339
A.D. 2026-Jan-10 18:00:00.0000,3I/ATLAS,-1.736620518,2.409672163,-0.071593039,-0.003859568006,0.036060737648,-0.002232217965
A.D. 2026-Jan-11 00:00:00.0000,3I/ATLAS,-1.737584799,2.418686500,-0.072151068,-0.003854687060,0.036053964150,-0.002232015618
A.D. 2026-Jan-11 06:00:00.0000,3I/ATLAS,-1.738547865,2.427699147,-0.072709046,-0.003849842076,0.036047219320,-0.002231813307
A.D. 2026-Jan-11 12:00:00.0000,3I/ATLAS,-1.739509723,2.436710112,-0.073266974,-0.003845032717,0.036040503026,-0.002231611040
A.D. 2026-Jan-11 18:00:00.0000,3I/ATLAS,-1.740470384,2.445719401,-0.073824852,-0.003840258647,0.036033815135,-0.002231408826
A.D. 2026-Jan-12 00:00:00.0000,3I/ATLAS,-1.741429855,2.454727022,-0.074382679,-0.003835519534,0.036027155518,-0.002231206674
A.D. 2026-Jan-12 06:00:00.0000,3I/ATLAS,-1.742388146,2.463732981,-0.074940455,-0.003830815053,0.036020524043,-0.002231004591
A.D. 2026-Jan-12 12:00:00.0000,3I/ATLAS,-1.743345266,2.472737286,-0.075498181,-0.003826144878,0.036013920579,-0.002230802585
A.D. 2026-Jan-12 18:00:00.0000,3I/ATLAS,-1.744301222,2.481739944,-0.076055857,-0.003821508690,0.036007344995,-0.002230600665
A.D. 2026-Jan-13 00:00:00.0000,3I/ATLAS,-1.745256023,2.490740961,-0.076613482,-0.003816906170,0.036000797160,-0.002230398837
A.D. 2026-Jan-13 06:00:00.0000,3I/ATLAS,-1.746209678,2.499740345,-0.077171056,-0.003812337007,0.035994276946,-0.002230197109
A.D. 2026-Jan-13 12:00:00.0000,3I/ATLAS,-1.747162194,2.508738102,-0.077728580,-0.003807800890,0.035987784220,-0.002229995488
A.D. 2026-Jan-13 18:00:00.0000,3I/ATLAS,-1.748113581,2.517734239,-0.078286054,-0.003803297511,0.035981318854,-0.002229793983
A.D. 2026-Jan-14 00:00:00.0000,3I/ATLAS,-1.749063846,2.526728763,-0.078843477,-0.003798826569,0.035974880718,-0.002229592598
A.D. 2026-Jan-14 06:00:00.0000,3I/ATLAS,-1.750012997,2.535721682,-0.079400850,-0.003794387762,0.035968469683,-0.002229391342
A.D. 2026-Jan-14 12:00:00.0000,3I/ATLAS,-1.750961042,2.544713000,-0.079958173,-0.003789980794,0.035962085619,-0.002229190220
A.D. 2026-Jan-14 18:00:00.0000,3I/ATLAS,-1.751907990,2.553702727,-0.080515445,-0.003785605371,0.035955728399,-0.002228989240
A.D. 2026-Jan-15 00:00:00.0000,3I/ATLAS,-1.752853847,2.562690867,-0.081072667,-0.003781261203,0.035949397893,-0.002228788407
A.D. 2026-Jan-15 06:00:00.0000,3I/ATLAS,-1.753798623,2.571677428,-0.081629839,-0.003776948002,0.035943093974,-0.002228587728
A.D. 2026-Jan-15 12:00:00.0000,3I/ATLAS,-1.754742324,2.580662416,-0.082186961,-0.003772665485,0.035936816513,-0.002228387209
A.D. 2026-Jan-15 18:00:00.0000,3I/ATLAS,-1.755684958,2.589645838,-0.082744033,-0.003768413370,0.035930565385,-0.002228186855
A.D. 2026-Jan-16 00:00:00.0000,3I/ATLAS,-1.756626533,2.598627701,-0.083301055,-0.003764191379,0.035924340461,-0.002227986673
A.D. 2026-Jan-16 06:00:00.0000,3I/ATLAS,-1.757567056,2.607608011,-0.083858026,-0.003759999237,0.035918141615,-0.002227786668
A.D. 2026-Jan-16 12:00:00.0000,3I/ATLAS,-1.758506535,2.616586774,-0.084414948,-0.003755836671,0.035911968721,-0.002227586845
A.D. 2026-Jan-16 18:00:00.0000,3I/ATLAS,-1.759444977,2.625563997,-0.084971820,-0.003751703414,0.035905821653,-0.002227387210
A.D. 2026-Jan-17 00:00:00.0000,3I/ATLAS,-1.760382389,2.634539687,-0.085528642,-0.003747599197,0.035899700285,-0.002227187768
A.D. 2026-Jan-17 06:00:00.0000,3I/ATLAS,-1.761318779,2.643513849,-0.086085414,-0.003743523759,0.035893604493,-0.002226988524
A.D. 2026-Jan-17 12:00:00.0000,3I/ATLAS,-1.762254154,2.652486491,-0.086642136,-0.003739476837,0.035887534152,-0.002226789483
A.D. 2026-Jan-17 18:00:00.0000,3I/ATLAS,-1.763188520,2.661457619,-0.087198809,-0.003735458175,0.035881489137,-0.002226590650
A.D. 2026-Jan-18 00:00:00.0000,3I/ATLAS,-1.764121885,2.670427238,-0.087755431,-0.003731467518,0.035875469324,-0.002226392030
A.D. 2026-Jan-18 06:00:00.0000,3I/ATLAS,-1.765054256,2.679395355,-0.088312005,-0.003727504612,0.035869474592,-0.002226193626
A.D. 2026-Jan-18 12:00:00.0000,3I/ATLAS,-1.765985640,2.688361977,-0.088868528,-0.003723569208,0.035863504815,-0.002225995444
A.D. 2026-Jan-18 18:00:00.0000,3I/ATLAS,-1.766916043,2.697327110,-0.089425002,-0.003719661059,0.035857559873,-0.002225797488
A.D. 2026-Jan-19 00:00:00.0000,3I/ATLAS,-1.767845472,2.706290759,-0.089981427,-0.003715779921,0.035851639643,-0.002225599762
A.D. 2026-Jan-19 06:00:00.0000,3I/ATLAS,-1.768773935,2.715252932,-0.090537802,-0.003711925552,0.035845744003,-0.002225402270
A.D. 2026-Jan-19 12:00:00.0000,3I/ATLAS,-1.769701437,2.724213633,-0.091094128,-0.003708097713,0.035839872833,-0.002225205017
A.D. 2026-Jan-19 18:00:00.0000,3I/ATLAS,-1.770627986,2.733172870,-0.091650405,-0.003704296168,0.035834026012,-0.002225008006
A.D. 2026-Jan-20 00:00:00.0000,3I/ATLAS,-1.771553588,2.742130648,-0.092206632,-0.003700520681,0.035828203419,-0.002224811240
A.D. 2026-Jan-20 06:00:00.0000,3I/ATLAS,-1.772478249,2.751086974,-0.092762810,-0.003696771021,0.035822404935,-0.002224614725
A.D. 2026-Jan-20 12:00:00.0000,3I/ATLAS,-1.773401975,2.760041853,-0.093318939,-0.003693046960,0.035816630442,-0.002224418462
A.D. 2026-Jan-20 18:00:00.0000,3I/ATLAS,-1.774324774,2.768995291,-0.093875020,-0.003689348270,0.035810879819,-0.002224222456
A.D. 2026-Jan-21 00:00:00.0000,3I/ATLAS,-1.775246652,2.777947295,-0.094431051,-0.003685674727,0.035805152950,-0.002224026710
A.D. 2026-Jan-21 06:00:00.0000,3I/ATLAS,-1.776167614,2.786897869,-0.094987033,-0.003682026109,0.035799449716,-0.002223831228
A.D. 2026-Jan-21 12:00:00.0000,3I/ATLAS,-1.777087667,2.795847021,-0.095542966,-0.003678402197,0.035793770001,-0.002223636012
A.D. 2026-Jan-21 18:00:00.0000,3I/ATLAS,-1.778006817,2.804794756,-0.096098851,-0.003674802772,0.035788113688,-0.002223441065
A.D. 2026-Jan-22 00:00:00.0000,3I/ATLAS,-1.778925070,2.813741080,-0.096654687,-0.003671227620,0.035782480660,-0.002223246391
A.D. 2026-Jan-22 06:00:00.0000,3I/ATLAS,-1.779842433,2.822685999,-0.097210474,-0.003667676529,0.035776870803,-0.002223051993
A.D. 2026-Jan-22 12:00:00.0000,3I/ATLAS,-1.780758910,2.831629518,-0.097766213,-0.003664149287,0.035771284000,-0.002222857873
A.D. 2026-Jan-22 18:00:00.0000,3I/ATLAS,-1.781674509,2.840571643,-0.098321903,-0.003660645686,0.035765720138,-0.002222664034
A.D. 2026-Jan-23 00:00:00.0000,3I/ATLAS,-1.782589235,2.849512380,-0.098877545,-0.003657165520,0.035760179103,-0.002222470478
A.D. 2026-Jan-23 06:00:00.0000,3I/ATLAS,-1.783503094,2.858451734,-0.099433138,-0.003653708585,0.035754660781,-0.002222277209
A.D. 2026-Jan-23 12:00:00.0000,3I/ATLAS,-1.784416091,2.867389712,-0.099988684,-0.003650274679,0.035749165060,-0.002222084228
A.D. 2026-Jan-23 18:00:00.0000,3I/ATLAS,-1.785328233,2.876326318,-0.100544181,-0.003646863603,0.035743691826,-0.002221891538
A.D. 2026-Jan-24 00:00:00.0000,3I/ATLAS,-1.786239525,2.885261560,-0.101099629,-0.003643475158,0.035738240969,-0.002221699141
A.D. 2026-Jan-24 06:00:00.0000,3I/ATLAS,-1.787149973,2.894195441,-0.101655030,-0.003640109149,0.035732812376,-0.002221507040
A.D. 2026-Jan-24 12:00:00.0000,3I/ATLAS,-1.788059581,2.903127968,-0.102210383,-0.003636765383,0.035727405938,-0.002221315236
A.D. 2026-Jan-24 18:00:00.0000,3I/ATLAS,-1.788968357,2.912059146,-0.102765688,-0.003633443668,0.035722021544,-0.002221123732
A.D. 2026-Jan-25 00:00:00.0000,3I/ATLAS,-1.789876305,2.920988980,-0.103320945,-0.003630143814,0.035716659084,-0.002220932529
A.D. 2026-Jan-25 06:00:00.0000,3I/ATLAS,-1.790783431,2.929917477,-0.103876154,-0.003626865634,0.035711318450,-0.002220741630
A.D. 2026-Jan-25 12:00:00.0000,3I/ATLAS,-1.791689740,2.938844641,-0.104431316,-0.003623608942,0.035705999533,-0.002220551035
A.D. 2026-Jan-25 18:00:00.0000,3I/ATLAS,-1.792595237,2.947770479,-0.104986430,-0.003620373555,0.035700702225,-0.002220360748
A.D. 2026-Jan-26 00:00:00.0000,3I/ATLAS,-1.793499928,2.956694994,-0.105541496,-0.003617159290,0.035695426419,-0.002220170769
A.D. 2026-Jan-26 06:00:00.0000,3I/ATLAS,-1.794403819,2.965618194,-0.106096515,-0.003613965968,0.035690172008,-0.002219981100
A.D. 2026-Jan-26 12:00:00.0000,3I/ATLAS,-1.795306913,2.974540082,-0.106651487,-0.003610793411,0.035684938886,-0.002219791743
A.D. 2026-Jan-26 18:00:00.0000,3I/ATLAS,-1.796209217,2.983460665,-0.107206411,-0.003607641442,0.035679726947,-0.002219602698
A.D. 2026-Jan-27 00:00:00.0000,3I/ATLAS,-1.797110735,2.992379947,-0.107761288,-0.003604509887,0.035674536086,-0.002219413968
A.D. 2026-Jan-27 06:00:00.0000,3I/ATLAS,-1.798011474,3.001297935,-0.108316118,-0.003601398573,0.035669366199,-0.002219225553
A.D. 2026-Jan-27 12:00:00.0000,3I/ATLAS,-1.798911436,3.010214632,-0.108870901,-0.003598307330,0.035664217181,-0.002219037455
A.D. 2026-Jan-27 18:00:00.0000,3I/ATLAS,-1.799810629,3.019130045,-0.109425637,-0.003595235989,0.035659088930,-0.002218849675
A.D. 2026-Jan-28 00:00:00.0000,3I/ATLAS,-1.800709056,3.028044178,-0.109980326,-0.003592184381,0.035653981343,-0.002218662214
A.D. 2026-Jan-28 06:00:00.0000,3I/ATLAS,-1.801606723,3.036957037,-0.110534968,-0.003589152342,0.035648894318,-0.002218475072
A.D. 2026-Jan-28 12:00:00.0000,3I/ATLAS,-1.802503634,3.045868627,-0.111089563,-0.003586139708,0.035643827752,-0.002218288252
A.D. 2026-Jan-28 18:00:00.0000,3I/ATLAS,-1.803399794,3.054778953,-0.111644112,-0.003583146316,0.035638781546,-0.002218101752
A.D. 2026-Jan-29 00:00:00.0000,3I/ATLAS,-1.804295209,3.063688020,-0.112198614,-0.003580172007,0.035633755598,-0.002217915576
A.D. 2026-Jan-29 06:00:00.0000,3I/ATLAS,-1.805189882,3.072595832,-0.112753070,-0.003577216620,0.035628749810,-0.002217729722
A.D. 2026-Jan-29 12:00:00.0000,3I/ATLAS,-1.806083818,3.081502396,-0.113307479,-0.003574279998,0.035623764080,-0.002217544192
A.D. 2026-Jan-29 18:00:00.0000,3I/ATLAS,-1.806977023,3.090407716,-0.113861842,-0.003571361987,0.035618798312,-0.002217358986
A.D. 2026-Jan-30 00:00:00.0000,3I/ATLAS,-1.807869501,3.099311797,-0.114416159,-0.003568462432,0.035613852407,-0.002217174105
A.D. 2026-Jan-30 06:00:00.0000,3I/ATLAS,-1.808761256,3.108214644,-0.114970429,-0.003565581180,0.035608926267,-0.002216989549
A.D. 2026-Jan-30 12:00:00.0000,3I/ATLAS,-1.809652293,3.117116262,-0.115524653,-0.003562718081,0.035604019796,-0.002216805318
A.D. 2026-Jan-30 18:00:00.0000,3I/ATLAS,-1.810542617,3.126016655,-0.116078832,-0.003559872984,0.035599132897,-0.002216621413
A.D. 2026-Jan-31 00:00:00.0000,3I/ATLAS,-1.811432231,3.134915830,-0.116632964,-0.003557045743,0.035594265475,-0.002216437835
A.D. 2026-Jan-31 06:00:00.0000,3I/ATLAS,-1.812321141,3.143813790,-0.117187051,-0.003554236210,0.035589417435,-0.002216254582
A.D. 2026-Jan-31 12:00:00.0000,3I/ATLAS,-1.813209351,3.152710540,-0.117741091,-0.003551444242,0.035584588681,-0.002216071656
A.D. 2026-Jan-31 18:00:00.0000,3I/ATLAS,-1.814096864,3.161606086,-0.118295087,-0.003548669694,0.035579779121,-0.002215889056
A.D. 2026-Feb-01 00:00:00.0000,3I/ATLAS,-1.814983687,3.170500431,-0.118849036,-0.003545912424,0.035574988661,-0.002215706782
A.D. 2026-Feb-01 06:00:00.0000,3I/ATLAS,-1.815869822,3.179393582,-0.119402940,-0.003543172292,0.035570217208,-0.002215524834
A.D. 2026-Feb-01 12:00:00.0000,3I/ATLAS,-1.816755274,3.188285541,-0.119956798,-0.003540449160,0.035565464670,-0.002215343212
A.D. 2026-Feb-01 18:00:00.0000,3I/ATLAS,-1.817640048,3.197176315,-0.120510612,-0.003537742889,0.035560730956,-0.002215161916
A.D. 2026-Feb-02 00:00:00.0000,3I/ATLAS,-1.818524147,3.206065908,-0.121064379,-0.003535053342,0.035556015975,-0.002214980945
A.D. 2026-Feb-02 06:00:00.0000,3I/ATLAS,-1.819407576,3.214954325,-0.121618102,-0.003532380386,0.035551319637,-0.002214800299
A.D. 2026-Feb-02 12:00:00.0000,3I/ATLAS,-1.820290339,3.223841570,-0.122171780,-0.003529723887,0.035546641851,-0.002214619978
A.D. 2026-Feb-02 18:00:00.0000,3I/ATLAS,-1.821172439,3.232727647,-0.122725412,-0.003527083712,0.035541982529,-0.002214439980
A.D. 2026-Feb-03 00:00:00.0000,3I/ATLAS,-1.822053882,3.241612563,-0.123279000,-0.003524459731,0.035537341582,-0.002214260306
A.D. 2026-Feb-03 06:00:00.0000,3I/ATLAS,-1.822934671,3.250496320,-0.123832542,-0.003521851814,0.035532718923,-0.002214080955
A.D. 2026-Feb-03 12:00:00.0000,3I/ATLAS,-1.823814809,3.259378924,-0.124386040,-0.003519259833,0.035528114464,-0.002213901925
A.D. 2026-Feb-03 18:00:00.0000,3I/ATLAS,-1.824694302,3.268260379,-0.124939493,-0.003516683661,0.035523528119,-0.002213723217
A.D. 2026-Feb-04 00:00:00.0000,3I/ATLAS,-1.825573152,3.277140689,-0.125492902,-0.003514123173,0.035518959802,-0.002213544829
A.D. 2026-Feb-04 06:00:00.0000,3I/ATLAS,-1.826451365,3.286019860,-0.126046266,-0.003511578245,0.035514409426,-0.002213366761
A.D. 2026-Feb-04 12:00:00.0000,3I/ATLAS,-1.827328943,3.294897895,-0.126599585,-0.003509048752,0.035509876908,-0.002213189010
A.D. 2026-Feb-04 18:00:00.0000,3I/ATLAS,-1.828205890,3.303774800,-0.127152860,-0.003506534575,0.035505362164,-0.002213011577
A.D. 2026-Feb-05 00:00:00.0000,3I/ATLAS,-1.829082211,3.312650578,-0.127706091,-0.003504035591,0.035500865109,-0.002212834460
A.D. 2026-Feb-05 06:00:00.0000,3I/ATLAS,-1.829957909,3.321525234,-0.128259277,-0.003501551683,0.035496385661,-0.002212657658
A.D. 2026-Feb-05 12:00:00.0000,3I/ATLAS,-1.830832988,3.330398772,-0.128812420,-0.003499082731,0.035491923737,-0.002212481169
A.D. 2026-Feb-05 18:00:00.0000,3I/ATLAS,-1.831707452,3.339271197,-0.129365518,-0.003496628619,0.035487479257,-0.002212304992
A.D. 2026-Feb-06 00:00:00.0000,3I/ATLAS,-1.832581304,3.348142513,-0.129918572,-0.003494189231,0.035483052138,-0.002212129126
A.D. 2026-Feb-06 06:00:00.0000,3I/ATLAS,-1.833454548,3.357012725,-0.130471583,-0.003491764453,0.035478642300,-0.002211953569
A.D. 2026-Feb-06 12:00:00.0000,3I/ATLAS,-1.834327187,3.365881836,-0.131024549,-0.003489354171,0.035474249664,-0.002211778319
A.D. 2026-Feb-06 18:00:00.0000,3I/ATLAS,-1.835199226,3.374749851,-0.131577472,-0.003486958273,0.035469874150,-0.002211603375
A.D. 2026-Feb-07 00:00:00.0000,3I/ATLAS,-1.836070668,3.383616774,-0.132130351,-0.003484576649,0.035465515681,-0.002211428734
A.D. 2026-Feb-07 06:00:00.0000,3I/ATLAS,-1.836941516,3.392482610,-0.132683186,-0.003482209188,0.035461174177,-0.002211254395
A.D. 2026-Feb-07 12:00:00.0000,3I/ATLAS,-1.837811774,3.401347363,-0.133235978,-0.003479855782,0.035456849562,-0.002211080356
A.D. 2026-Feb-07 18:00:00.0000,3I/ATLAS,-1.838681445,3.410211036,-0.133788726,-0.003477516323,0.035452541759,-0.002210906615
A.D. 2026-Feb-08 00:00:00.0000,3I/ATLAS,-1.839550533,3.419073635,-0.134341431,-0.003475190704,0.035448250692,-0.002210733169
A.D. 2026-Feb-08 06:00:00.0000,3I/ATLAS,-1.840419041,3.427935163,-0.134894093,-0.003472878821,0.035443976286,-0.002210560017
A.D. 2026-Feb-08 12:00:00.0000,3I/ATLAS,-1.841286973,3.436795625,-0.135446711,-0.003470580568,0.035439718466,-0.002210387155
A.D. 2026-Feb-08 18:00:00.0000,3I/ATLAS,-1.842154333,3.445655024,-0.135999287,-0.003468295844,0.035435477158,-0.002210214582
A.D. 2026-Feb-09 00:00:00.0000,3I/ATLAS,-1.843021122,3.454513365,-0.136551819,-0.003466024545,0.035431252290,-0.002210042294
A.D. 2026-Feb-09 06:00:00.0000,3I/ATLAS,-1.843887346,3.463370651,-0.137104308,-0.003463766571,0.035427043787,-0.002209870290
A.D. 2026-Feb-09 12:00:00.0000,3I/ATLAS,-1.844753007,3.472226888,-0.137656754,-0.003461521821,0.035422851578,-0.002209698566
A.D. 2026-Feb-09 18:00:00.0000,3I/ATLAS,-1.845618108,3.481082078,-0.138209157,-0.003459290198,0.035418675593,-0.002209527119
A.D. 2026-Feb-10 00:00:00.0000,3I/ATLAS,-1.846482653,3.489936227,-0.138761518,-0.003457071602,0.035414515759,-0.002209355946
A.D. 2026-Feb-10 06:00:00.0000,3I/ATLAS,-1.847346645,3.498789338,-0.139313835,-0.003454865938,0.035410372008,-0.002209185044
A.D. 2026-Feb-10 12:00:00.0000,3I/ATLAS,-1.848210087,3.507641414,-0.139866110,-0.003452673109,0.035406244269,-0.002209014410
A.D. 2026-Feb-10 18:00:00.0000,3I/ATLAS,-1.849072983,3.516492461,-0.140418342,-0.003450493021,0.035402132475,-0.002208844041
A.D. 2026-Feb-11 00:00:00.0000,3I/ATLAS,-1.849935335,3.525342482,-0.140970532,-0.003448325580,0.035398036556,-0.002208673932
A.D. 2026-Feb-11 06:00:00.0000,3I/ATLAS,-1.850797146,3.534191481,-0.141522679,-0.003446170694,0.035393956447,-0.002208504080
A.D. 2026-Feb-11 12:00:00.0000,3I/ATLAS,-1.851658421,3.543039461,-0.142074784,-0.003444028270,0.035389892080,-0.002208334482
A.D. 2026-Feb-11 18:00:00.0000,3I/ATLAS,-1.852519162,3.551886428,-0.142626847,-0.003441898218,0.035385843390,-0.002208165133
A.D. 2026-Feb-12 00:00:00.0000,3I/ATLAS,-1.853379371,3.560732384,-0.143178867,-0.003439780449,0.035381810312,-0.002207996029
A.D. 2026-Feb-12 06:00:00.0000,3I/ATLAS,-1.854239053,3.569577334,-0.143730845,-0.003437674874,0.035377792781,-0.002207827166
A.D. 2026-Feb-12 12:00:00.0000,3I/ATLAS,-1.855098210,3.578421282,-0.144282780,-0.003435581405,0.035373790733,-0.002207658539
A.D. 2026-Feb-12 18:00:00.0000,3I/ATLAS,-1.855956845,3.587264231,-0.144834674,-0.003433499956,0.035369804106,-0.002207490144
A.D. 2026-Feb-13 00:00:00.0000,3I/ATLAS,-1.856814961,3.596106185,-0.145386525,-0.003431430441,0.035365832837,-0.002207321977
A.D. 2026-Feb-13 06:00:00.0000,3I/ATLAS,-1.857672561,3.604947149,-0.145938335,-0.003429372776,0.035361876865,-0.002207154031
A.D. 2026-Feb-13 12:00:00.0000,3I/ATLAS,-1.858529648,3.613787125,-0.146490102,-0.003427326877,0.035357936130,-0.002206986302
A.D. 2026-Feb-13 18:00:00.0000,3I/ATLAS,-1.859386225,3.622626118,-0.147041828,-0.003425292661,0.035354010570,-0.002206818785
A.D. 2026-Feb-14 00:00:00.0000,3I/ATLAS,-1.860242295,3.631464132,-0.147593512,-0.003423270047,0.035350100128,-0.002206651474
A.D. 2026-Feb-14 06:00:00.0000,3I/ATLAS,-1.861097861,3.640301169,-0.148145154,-0.003421258954,0.035346204745,-0.002206484363
A.D. 2026-Feb-14 12:00:00.0000,3I/ATLAS,-1.861952926,3.649137235,-0.148696754,-0.003419259302,0.035342324363,-0.002206317446
A.D. 2026-Feb-14 18:00:00.0000,3I/ATLAS,-1.862807492,3.657972333,-0.149248313,-0.003417271014,0.035338458926,-0.002206150718
A.D. 2026-Feb-15 00:00:00.0000,3I/ATLAS,-1.863661562,3.666806466,-0.149799829,-0.003415294010,0.035334608377,-0.002205984171
A.D. 2026-Feb-15 06:00:00.0000,3I/ATLAS,-1.864515140,3.675639638,-0.150351305,-0.003413328216,0.035330772661,-0.002205817799
A.D. 2026-Feb-15 12:00:00.0000,3I/ATLAS,-1.865368227,3.684471854,-0.150902738,-0.003411373554,0.035326951724,-0.002205651596
A.D. 2026-Feb-15 18:00:00.0000,3I/ATLAS,-1.866220827,3.693303115,-0.151454131,-0.003409429951,0.035323145513,-0.002205485553
A.D. 2026-Feb-16 00:00:00.0000,3I/ATLAS,-1.867072943,3.702133428,-0.152005481,-0.003407497333,0.035319353974,-0.002205319663
A.D. 2026-Feb-16 06:00:00.0000,3I/ATLAS,-1.867924577,3.710962794,-0.152556790,-0.003405575626,0.035315577057,-0.002205153919
A.D. 2026-Feb-16 12:00:00.0000,3I/ATLAS,-1.868775732,3.719791217,-0.153108058,-0.003403664761,0.035311814709,-0.002204988312
A.D. 2026-Feb-16 18:00:00.0000,3I/ATLAS,-1.869626410,3.728618702,-0.153659285,-0.003401764666,0.035308066881,-0.002204822835
A.D. 2026-Feb-17 00:00:00.0000,3I/ATLAS,-1.870476615,3.737445252,-0.154210470,-0.003399875271,0.035304333524,-0.002204657478
A.D. 2026-Feb-17 06:00:00.0000,3I/ATLAS,-1.871326349,3.746270870,-0.154761613,-0.003397996509,0.035300614589,-0.002204492233
A.D. 2026-Feb-17 12:00:00.0000,3I/ATLAS,-1.872175614,3.755095560,-0.155312716,-0.003396128311,0.035296910030,-0.002204327089
A.D. 2026-Feb-17 18:00:00.0000,3I/ATLAS,-1.873024414,3.763919326,-0.155863777,-0.003394270612,0.035293219799,-0.002204162038
A.D. 2026-Feb-18 00:00:00.0000,3I/ATLAS,-1.873872750,3.772742172,-0.156414797,-0.003392423346,0.035289543851,-0.002203997068
A.D. 2026-Feb-18 06:00:00.0000,3I/ATLAS,-1.874720626,3.781564099,-0.156965775,-0.003390586449,0.035285882141,-0.002203832170
A.D. 2026-Feb-18 12:00:00.0000,3I/ATLAS,-1.875568044,3.790385114,-0.157516713,-0.003388759857,0.035282234627,-0.002203667333
A.D. 2026-Feb-18 18:00:00.0000,3I/ATLAS,-1.876415007,3.799205218,-0.158067609,-0.003386943510,0.035278601265,-0.002203502544
A.D. 2026-Feb-19 00:00:00.0000,3I/ATLAS,-1.877261517,3.808024416,-0.158618464,-0.003385137346,0.035274982013,-0.002203337793
A.D. 2026-Feb-19 06:00:00.0000,3I/ATLAS,-1.878107577,3.816842710,-0.159169278,-0.003383341305,0.035271376832,-0.002203173066
A.D. 2026-Feb-19 12:00:00.0000,3I/ATLAS,-1.878953188,3.825660105,-0.159720051,-0.003381555329,0.035267785681,-0.002203008351
A.D. 2026-Feb-19 18:00:00.0000,3I/ATLAS,-1.879798355,3.834476604,-0.160270782,-0.003379779361,0.035264208523,-0.002202843635
A.D. 2026-Feb-20 00:00:00.0000,3I/ATLAS,-1.880643079,3.843292211,-0.160821472,-0.003378013344,0.035260645319,-0.002202678903
A.D. 2026-Feb-20 06:00:00.0000,3I/ATLAS,-1.881487363,3.852106928,-0.161372122,-0.003376257223,0.035257096033,-0.002202514140
A.D. 2026-Feb-20 12:00:00.0000,3I/ATLAS,-1.882331208,3.860920760,-0.161922730,-0.003374510945,0.035253560630,-0.002202349332
A.D. 2026-Feb-20 18:00:00.0000,3I/ATLAS,-1.883174619,3.869733709,-0.162473296,-0.003372774458,0.035250039076,-0.002202184462
