Date,Object,X_AU,Y_AU,Z_AU,VX_AU_per_day,VY_AU_per_day,VZ_AU_per_day
A.D. 2025-Jul-01 00:00:00.0000,3I/ATLAS,0.274840361,-4.495951725,0.289138247,-0.013848633826,0.032530370070,-0.001469837435
A.D. 2025-Jul-01 06:00:00.0000,3I/ATLAS,0.271378175,-4.487818680,0.288770759,-0.013848854371,0.032533992434,-0.001470070551
A.D. 2025-Jul-01 12:00:00.0000,3I/ATLAS,0.267915934,-4.479684727,0.288403212,-0.013849073335,0.032537628364,-0.001470304666
A.D. 2025-Jul-01 18:00:00.0000,3I/ATLAS,0.264453638,-4.471549864,0.288035606,-0.013849290696,0.032541277936,-0.001470539787
A.D. 2025-Jul-02 00:00:00.0000,3I/ATLAS,0.260991288,-4.463414087,0.287667942,-0.013849506430,0.032544941221,-0.001470775918
A.D. 2025-Jul-02 06:00:00.0000,3I/ATLAS,0.257528885,-4.455277393,0.287300218,-0.013849720514,0.032548618295,-0.001471013068
A.D. 2025-Jul-02 12:00:00.0000,3I/ATLAS,0.254066428,-4.447139777,0.286932435,-0.013849932927,0.032552309231,-0.001471251241
A.D. 2025-Jul-02 18:00:00.0000,3I/ATLAS,0.250603919,-4.439001237,0.286564593,-0.013850143643,0.032556014105,-0.001471490444
A.D. 2025-Jul-03 00:00:00.0000,3I/ATLAS,0.247141357,-4.430861769,0.286196690,-0.013850352639,0.032559732992,-0.001471730683
A.D. 2025-Jul-03 06:00:00.0000,3I/ATLAS,0.243678743,-4.422721369,0.285828727,-0.013850559892,0.032563465969,-0.001471971965
A.D. 2025-Jul-03 12:00:00.0000,3I/ATLAS,0.240216077,-4.414580035,0.285460704,-0.013850765377,0.032567213111,-0.001472214297
A.D. 2025-Jul-03 18:00:00.0000,3I/ATLAS,0.236753360,-4.406437762,0.285092620,-0.013850969068,0.032570974497,-0.001472457684
A.D. 2025-Jul-04 00:00:00.0000,3I/ATLAS,0.233290593,-4.398294546,0.284724475,-0.013851170942,0.032574750203,-0.001472702134
A.D. 2025-Jul-04 06:00:00.0000,3I/ATLAS,0.229827775,-4.390150385,0.284356269,-0.013851370973,0.032578540307,-0.001472947652
A.D. 2025-Jul-04 12:00:00.0000,3I/ATLAS,0.226364907,-4.382005275,0.283988001,-0.013851569136,0.032582344890,-0.001473194247
A.D. 2025-Jul-04 18:00:00.0000,3I/ATLAS,0.222901990,-4.373859212,0.283619672,-0.013851765405,0.032586164029,-0.001473441923
A.D. 2025-Jul-05 00:00:00.0000,3I/ATLAS,0.219439025,-4.365712192,0.283251280,-0.013851959753,0.032589997804,-0.001473690688
A.D. 2025-Jul-05 06:00:00.0000,3I/ATLAS,0.215976011,-4.357564211,0.282882826,-0.013852152154,0.032593846297,-0.001473940550
A.D. 2025-Jul-05 12:00:00.0000,3I/ATLAS,0.212512949,-4.349415267,0.282514310,-0.013852342582,0.032597709587,-0.001474191514
A.D. 2025-Jul-05 18:00:00.0000,3I/ATLAS,0.209049839,-4.341265355,0.282145730,-0.013852531009,0.032601587757,-0.001474443587
A.D. 2025-Jul-06 00:00:00.0000,3I/ATLAS,0.205586683,-4.333114472,0.281777088,-0.013852717408,0.032605480888,-0.001474696778
A.D. 2025-Jul-06 06:00:00.0000,3I/ATLAS,0.202123481,-4.324962614,0.281408382,-0.013852901752,0.032609389062,-0.001474951092
A.D. 2025-Jul-06 12:00:00.0000,3I/ATLAS,0.198660233,-4.316809776,0.281039612,-0.013853084012,0.032613312364,-0.001475206536
A.D. 2025-Jul-06 18:00:00.0000,3I/ATLAS,0.195196939,-4.308655956,0.280670779,-0.013853264160,0.032617250877,-0.001475463119
A.D. 2025-Jul-07 00:00:00.0000,3I/ATLAS,0.191733601,-4.300501150,0.280301881,-0.013853442167,0.032621204685,-0.001475720847
A.D. 2025-Jul-07 06:00:00.0000,3I/ATLAS,0.188270218,-4.292345353,0.279932918,-0.013853618004,0.032625173873,-0.001475979726
A.D. 2025-Jul-07 12:00:00.0000,3I/ATLAS,0.184806792,-4.284188561,0.279563891,-0.013853791642,0.032629158526,-0.001476239766
A.D. 2025-Jul-07 18:00:00.0000,3I/ATLAS,0.181343323,-4.276030772,0.279194798,-0.013853963051,0.032633158731,-0.001476500973
A.D. 2025-Jul-08 00:00:00.0000,3I/ATLAS,0.177879811,-4.267871981,0.278825640,-0.013854132201,0.032637174574,-0.001476763354
A.D. 2025-Jul-08 06:00:00.0000,3I/ATLAS,0.174416257,-4.259712183,0.278456416,-0.013854299061,0.032641206144,-0.001477026917
A.D. 2025-Jul-08 12:00:00.0000,3I/ATLAS,0.170952661,-4.251551376,0.278087126,-0.013854463601,0.032645253526,-0.001477291670
A.D. 2025-Jul-08 18:00:00.0000,3I/ATLAS,0.167489025,-4.243389555,0.277717770,-0.013854625789,0.032649316811,-0.001477557619
A.D. 2025-Jul-09 00:00:00.0000,3I/ATLAS,0.164025349,-4.235226717,0.277348348,-0.013854785594,0.032653396087,-0.001477824774
A.D. 2025-Jul-09 06:00:00.0000,3I/ATLAS,0.160561632,-4.227062856,0.276978858,-0.013854942984,0.032657491444,-0.001478093141
A.D. 2025-Jul-09 12:00:00.0000,3I/ATLAS,0.157097877,-4.218897970,0.276609301,-0.013855097926,0.032661602973,-0.001478362729
A.D. 2025-Jul-09 18:00:00.0000,3I/ATLAS,0.153634084,-4.210732053,0.276239676,-0.013855250388,0.032665730764,-0.001478633544
A.D. 2025-Jul-10 00:00:00.0000,3I/ATLAS,0.150170252,-4.202565103,0.275869984,-0.013855400337,0.032669874910,-0.001478905596
A.D. 2025-Jul-10 06:00:00.0000,3I/ATLAS,0.146706384,-4.194397114,0.275500223,-0.013855547739,0.032674035502,-0.001479178892
A.D. 2025-Jul-10 12:00:00.0000,3I/ATLAS,0.143242479,-4.186228084,0.275130394,-0.013855692560,0.032678212633,-0.001479453440
A.D. 2025-Jul-10 18:00:00.0000,3I/ATLAS,0.139778538,-4.178058007,0.274760497,-0.013855834766,0.032682406398,-0.001479729249
A.D. 2025-Jul-11 00:00:00.0000,3I/ATLAS,0.136314562,-4.169886879,0.274390530,-0.013855974323,0.032686616890,-0.001480006326
A.D. 2025-Jul-11 06:00:00.0000,3I/ATLAS,0.132850551,-4.161714697,0.274020493,-0.013856111194,0.032690844205,-0.001480284679
A.D. 2025-Jul-11 12:00:00.0000,3I/ATLAS,0.129386506,-4.153541456,0.273650387,-0.013856245344,0.032695088438,-0.001480564318
A.D. 2025-Jul-11 18:00:00.0000,3I/ATLAS,0.125922428,-4.145367151,0.273280211,-0.013856376738,0.032699349685,-0.001480845251
A.D. 2025-Jul-12 00:00:00.0000,3I/ATLAS,0.122458318,-4.137191779,0.272909965,-0.013856505339,0.032703628043,-0.001481127485
A.D. 2025-Jul-12 06:00:00.0000,3I/ATLAS,0.118994176,-4.129015336,0.272539647,-0.013856631110,0.032707923611,-0.001481411030
A.D. 2025-Jul-12 12:00:00.0000,3I/ATLAS,0.115530003,-4.120837816,0.272169259,-0.013856754014,0.032712236486,-0.001481695894
A.D. 2025-Jul-12 18:00:00.0000,3I/ATLAS,0.112065799,-4.112659216,0.271798799,-0.013856874012,0.032716566768,-0.001481982085
A.D. 2025-Jul-13 00:00:00.0000,3I/ATLAS,0.108601566,-4.104479531,0.271428268,-0.013856991067,0.032720914556,-0.001482269614
A.D. 2025-Jul-13 06:00:00.0000,3I/ATLAS,0.105137304,-4.096298757,0.271057664,-0.013857105139,0.032725279951,-0.001482558487
A.D. 2025-Jul-13 12:00:00.0000,3I/ATLAS,0.101673014,-4.088116890,0.270686988,-0.013857216191,0.032729663055,-0.001482848715
A.D. 2025-Jul-13 18:00:00.0000,3I/ATLAS,0.098208696,-4.079933924,0.270316240,-0.013857324181,0.032734063968,-0.001483140306
A.D. 2025-Jul-14 00:00:00.0000,3I/ATLAS,0.094744352,-4.071749856,0.269945418,-0.013857429070,0.032738482793,-0.001483433269
A.D. 2025-Jul-14 06:00:00.0000,3I/ATLAS,0.091279982,-4.063564681,0.269574523,-0.013857530818,0.032742919635,-0.001483727613
A.D. 2025-Jul-14 12:00:00.0000,3I/ATLAS,0.087815587,-4.055378395,0.269203554,-0.013857629382,0.032747374597,-0.001484023348
A.D. 2025-Jul-14 18:00:00.0000,3I/ATLAS,0.084351167,-4.047190993,0.268832511,-0.013857724722,0.032751847785,-0.001484320483
A.D. 2025-Jul-15 00:00:00.0000,3I/ATLAS,0.080886725,-4.039002470,0.268461394,-0.013857816795,0.032756339303,-0.001484619027
A.D. 2025-Jul-15 06:00:00.0000,3I/ATLAS,0.077422259,-4.030812821,0.268090202,-0.013857905559,0.032760849258,-0.001484918989
A.D. 2025-Jul-15 12:00:00.0000,3I/ATLAS,0.073957772,-4.022622043,0.267718934,-0.013857990970,0.032765377757,-0.001485220380
A.D. 2025-Jul-15 18:00:00.0000,3I/ATLAS,0.070493264,-4.014430131,0.267347591,-0.013858072984,0.032769924909,-0.001485523208
A.D. 2025-Jul-16 00:00:00.0000,3I/ATLAS,0.067028736,-4.006237079,0.266976173,-0.013858151558,0.032774490821,-0.001485827484
A.D. 2025-Jul-16 06:00:00.0000,3I/ATLAS,0.063564188,-3.998042884,0.266604677,-0.013858226647,0.032779075604,-0.001486133216
A.D. 2025-Jul-16 12:00:00.0000,3I/ATLAS,0.060099623,-3.989847540,0.266233106,-0.013858298205,0.032783679367,-0.001486440415
A.D. 2025-Jul-16 18:00:00.0000,3I/ATLAS,0.056635040,-3.981651043,0.265861457,-0.013858366186,0.032788302223,-0.001486749092
A.D. 2025-Jul-17 00:00:00.0000,3I/ATLAS,0.053170440,-3.973453387,0.265489731,-0.013858430544,0.032792944282,-0.001487059255
A.D. 2025-Jul-17 06:00:00.0000,3I/ATLAS,0.049705825,-3.965254569,0.265117927,-0.013858491232,0.032797605657,-0.001487370914
A.D. 2025-Jul-17 12:00:00.0000,3I/ATLAS,0.046241195,-3.957054583,0.264746046,-0.013858548202,0.032802286462,-0.001487684081
A.D. 2025-Jul-17 18:00:00.0000,3I/ATLAS,0.042776551,-3.948853424,0.264374085,-0.013858601406,0.032806986811,-0.001487998765
A.D. 2025-Jul-18 00:00:00.0000,3I/ATLAS,0.039311894,-3.940651088,0.264002046,-0.013858650795,0.032811706819,-0.001488314977
A.D. 2025-Jul-18 06:00:00.0000,3I/ATLAS,0.035847226,-3.932447569,0.263629928,-0.013858696320,0.032816446602,-0.001488632726
A.D. 2025-Jul-18 12:00:00.0000,3I/ATLAS,0.032382546,-3.924242863,0.263257730,-0.013858737930,0.032821206278,-0.001488952025
A.D. 2025-Jul-18 18:00:00.0000,3I/ATLAS,0.028917857,-3.916036964,0.262885451,-0.013858775576,0.032825985963,-0.001489272882
A.D. 2025-Jul-19 00:00:00.0000,3I/ATLAS,0.025453159,-3.907829868,0.262513093,-0.013858809205,0.032830785776,-0.001489595309
A.D. 2025-Jul-19 06:00:00.0000,3I/ATLAS,0.021988453,-3.899621570,0.262140654,-0.013858838766,0.032835605837,-0.001489919317
A.D. 2025-Jul-19 12:00:00.0000,3I/ATLAS,0.018523740,-3.891412064,0.261768133,-0.013858864207,0.032840446265,-0.001490244916
A.D. 2025-Jul-19 18:00:00.0000,3I/ATLAS,0.015059021,-3.883201345,0.261395531,-0.013858885474,0.032845307183,-0.001490572118
A.D. 2025-Jul-20 00:00:00.0000,3I/ATLAS,0.011594298,-3.874989408,0.261022847,-0.013858902513,0.032850188711,-0.001490900933
A.D. 2025-Jul-20 06:00:00.0000,3I/ATLAS,0.008129570,-3.866776249,0.260650080,-0.013858915270,0.032855090973,-0.001491231373
A.D. 2025-Jul-20 12:00:00.0000,3I/ATLAS,0.004664840,-3.858561861,0.260277231,-0.013858923689,0.032860014092,-0.001491563448
A.D. 2025-Jul-20 18:00:00.0000,3I/ATLAS,0.001200109,-3.850346240,0.259904299,-0.013858927715,0.032864958194,-0.001491897171
A.D. 2025-Jul-21 00:00:00.0000,3I/ATLAS,-0.002264623,-3.842129380,0.259531282,-0.013858927291,0.032869923404,-0.001492232553
A.D. 2025-Jul-21 06:00:00.0000,3I/ATLAS,-0.005729354,-3.833911276,0.259158182,-0.013858922359,0.032874909848,-0.001492569605
A.D. 2025-Jul-21 12:00:00.0000,3I/ATLAS,-0.009194084,-3.825691923,0.258784998,-0.013858912862,0.032879917653,-0.001492908339
A.D. 2025-Jul-21 18:00:00.0000,3I/ATLAS,-0.012658810,-3.817471316,0.258411728,-0.013858898741,0.032884946949,-0.001493248766
A.D. 2025-Jul-22 00:00:00.0000,3I/ATLAS,-0.016123533,-3.809249448,0.258038373,-0.013858879937,0.032889997864,-0.001493590900
A.D. 2025-Jul-22 06:00:00.0000,3I/ATLAS,-0.019588250,-3.801026315,0.257664932,-0.013858856389,0.032895070529,-0.001493934750
A.D. 2025-Jul-22 12:00:00.0000,3I/ATLAS,-0.023052961,-3.792801911,0.257291405,-0.013858828035,0.032900165074,-0.001494280330
A.D. 2025-Jul-22 18:00:00.0000,3I/ATLAS,-0.026517664,-3.784576231,0.256917792,-0.013858794816,0.032905281633,-0.001494627652
A.D. 2025-Jul-23 00:00:00.0000,3I/ATLAS,-0.029982358,-3.776349268,0.256544091,-0.013858756667,0.032910420338,-0.001494976728
A.D. 2025-Jul-23 06:00:00.0000,3I/ATLAS,-0.033447042,-3.768121019,0.256170303,-0.013858713526,0.032915581323,-0.001495327570
A.D. 2025-Jul-23 12:00:00.0000,3I/ATLAS,-0.036911714,-3.759891476,0.255796428,-0.013858665328,0.032920764723,-0.001495680191
A.D. 2025-Jul-23 18:00:00.0000,3I/ATLAS,-0.040376374,-3.751660634,0.255422463,-0.013858612008,0.032925970675,-0.001496034603
A.D. 2025-Jul-24 00:00:00.0000,3I/ATLAS,-0.043841020,-3.743428489,0.255048410,-0.013858553502,0.032931199315,-0.001496390819
A.D. 2025-Jul-24 06:00:00.0000,3I/ATLAS,-0.047305650,-3.735195033,0.254674268,-0.013858489741,0.032936450782,-0.001496748853
A.D. 2025-Jul-24 12:00:00.0000,3I/ATLAS,-0.050770264,-3.726960261,0.254300036,-0.013858420660,0.032941725215,-0.001497108716
A.D. 2025-Jul-24 18:00:00.0000,3I/ATLAS,-0.054234860,-3.718724168,0.253925713,-0.013858346188,0.032947022753,-0.001497470422
A.D. 2025-Jul-25 00:00:00.0000,3I/ATLAS,-0.057699437,-3.710486748,0.253551300,-0.013858266258,0.032952343539,-0.001497833984
A.D. 2025-Jul-25 06:00:00.0000,3I/ATLAS,-0.061163993,-3.702247995,0.253176796,-0.013858180800,0.032957687713,-0.001498199416
A.D. 2025-Jul-25 12:00:00.0000,3I/ATLAS,-0.064628527,-3.694007902,0.252802200,-0.013858089742,0.032963055420,-0.001498566730
A.D. 2025-Jul-25 18:00:00.0000,3I/ATLAS,-0.068093037,-3.685766465,0.252427512,-0.013857993012,0.032968446804,-0.001498935941
A.D. 2025-Jul-26 00:00:00.0000,3I/ATLAS,-0.071557523,-3.677523677,0.252052732,-0.013857890539,0.032973862009,-0.001499307061
A.D. 2025-Jul-26 06:00:00.0000,3I/ATLAS,-0.075021982,-3.669279532,0.251677859,-0.013857782247,0.032979301184,-0.001499680105
A.D. 2025-Jul-26 12:00:00.0000,3I/ATLAS,-0.078486413,-3.661034024,0.251302892,-0.013857668063,0.032984764474,-0.001500055087
A.D. 2025-Jul-26 18:00:00.0000,3I/ATLAS,-0.081950815,-3.652787148,0.250927831,-0.013857547912,0.032990252029,-0.001500432020
A.D. 2025-Jul-27 00:00:00.0000,3I/ATLAS,-0.085415187,-3.644538896,0.250552676,-0.013857421716,0.032995763998,-0.001500810919
A.D. 2025-Jul-27 06:00:00.0000,3I/ATLAS,-0.088879526,-3.636289264,0.250177425,-0.013857289398,0.033001300533,-0.001501191797
A.D. 2025-Jul-27 12:00:00.0000,3I/ATLAS,-0.092343831,-3.628038244,0.249802080,-0.013857150879,0.033006861784,-0.001501574670
A.D. 2025-Jul-27 18:00:00.0000,3I/ATLAS,-0.095808101,-3.619785831,0.249426638,-0.013857006081,0.033012447906,-0.001501959552
A.D. 2025-Jul-28 00:00:00.0000,3I/ATLAS,-0.099272333,-3.611532018,0.249051100,-0.013856854923,0.033018059051,-0.001502346457
A.D. 2025-Jul-28 06:00:00.0000,3I/ATLAS,-0.102736528,-3.603276799,0.248675465,-0.013856697323,0.033023695377,-0.001502735400
A.D. 2025-Jul-28 12:00:00.0000,3I/ATLAS,-0.106200682,-3.595020168,0.248299732,-0.013856533198,0.033029357038,-0.001503126396
A.D. 2025-Jul-28 18:00:00.0000,3I/ATLAS,-0.109664794,-3.586762118,0.247923901,-0.013856362465,0.033035044193,-0.001503519460
A.D. 2025-Jul-29 00:00:00.0000,3I/ATLAS,-0.113128862,-3.578502644,0.247547972,-0.013856185040,0.033040757001,-0.001503914607
A.D. 2025-Jul-29 06:00:00.0000,3I/ATLAS,-0.116592886,-3.570241738,0.247171944,-0.013856000836,0.033046495621,-0.001504311853
A.D. 2025-Jul-29 12:00:00.0000,3I/ATLAS,-0.120056862,-3.561979394,0.246795816,-0.013855809766,0.033052260214,-0.001504711213
A.D. 2025-Jul-29 18:00:00.0000,3I/ATLAS,-0.123520790,-3.553715605,0.246419588,-0.013855611743,0.033058050944,-0.001505112703
A.D. 2025-Jul-30 00:00:00.0000,3I/ATLAS,-0.126984667,-3.545450366,0.246043259,-0.013855406678,0.033063867972,-0.001505516337
A.D. 2025-Jul-30 06:00:00.0000,3I/ATLAS,-0.130448493,-3.537183669,0.245666830,-0.013855194479,0.033069711465,-0.001505922133
A.D. 2025-Jul-30 12:00:00.0000,3I/ATLAS,-0.133912264,-3.528915508,0.245290298,-0.013854975056,0.033075581588,-0.001506330106
A.D. 2025-Jul-30 18:00:00.0000,3I/ATLAS,-0.137375980,-3.520645876,0.244913664,-0.013854748316,0.033081478509,-0.001506740272
A.D. 2025-Jul-31 00:00:00.0000,3I/ATLAS,-0.140839638,-3.512374767,0.244536928,-0.013854514164,0.033087402395,-0.001507152648
A.D. 2025-Jul-31 06:00:00.0000,3I/ATLAS,-0.144303236,-3.504102173,0.244160088,-0.013854272507,0.033093353416,-0.001507567250
A.D. 2025-Jul-31 12:00:00.0000,3I/ATLAS,-0.147766773,-3.495828088,0.243783144,-0.013854023247,0.033099331744,-0.001507984095
A.D. 2025-Jul-31 18:00:00.0000,3I/ATLAS,-0.151230247,-3.487552505,0.243406096,-0.013853766287,0.033105337550,-0.001508403199
A.D. 2025-Aug-01 00:00:00.0000,3I/ATLAS,-0.154693656,-3.479275417,0.243028942,-0.013853501528,0.033111371008,-0.001508824579
A.D. 2025-Aug-01 06:00:00.0000,3I/ATLAS,-0.158156997,-3.470996817,0.242651683,-0.013853228870,0.033117432293,-0.001509248252
A.D. 2025-Aug-01 12:00:00.0000,3I/ATLAS,-0.161620269,-3.462716698,0.242274318,-0.013852948212,0.033123521580,-0.001509674236
A.D. 2025-Aug-01 18:00:00.0000,3I/ATLAS,-0.165083471,-3.454435054,0.241896846,-0.013852659451,0.033129639048,-0.001510102548
A.D. 2025-Aug-02 00:00:00.0000,3I/ATLAS,-0.168546598,-3.446151876,0.241519266,-0.013852362482,0.033135784874,-0.001510533205
A.D. 2025-Aug-02 06:00:00.0000,3I/ATLAS,-0.172009651,-3.437867159,0.241141579,-0.013852057200,0.033141959239,-0.001510966226
A.D. 2025-Aug-02 12:00:00.0000,3I/ATLAS,-0.175472626,-3.429580894,0.240763783,-0.013851743498,0.033148162324,-0.001511401627
A.D. 2025-Aug-02 18:00:00.0000,3I/ATLAS,-0.178935522,-3.421293075,0.240385878,-0.013851421268,0.033154394312,-0.001511839428
A.D. 2025-Aug-03 00:00:00.0000,3I/ATLAS,-0.182398336,-3.413003695,0.240007863,-0.013851090401,0.033160655387,-0.001512279645
A.D. 2025-Aug-03 06:00:00.0000,3I/ATLAS,-0.185861067,-3.404712745,0.239629738,-0.013850750785,0.033166945733,-0.001512722298
A.D. 2025-Aug-03 12:00:00.0000,3I/ATLAS,-0.189323711,-3.396420219,0.239251502,-0.013850402308,0.033173265538,-0.001513167405
A.D. 2025-Aug-03 18:00:00.0000,3I/ATLAS,-0.192786267,-3.388126110,0.238873154,-0.013850044855,0.033179614990,-0.001513614985
A.D. 2025-Aug-04 00:00:00.0000,3I/ATLAS,-0.196248733,-3.379830409,0.238494694,-0.013849678311,0.033185994278,-0.001514065057
A.D. 2025-Aug-04 06:00:00.0000,3I/ATLAS,-0.199711105,-3.371533110,0.238116121,-0.013849302559,0.033192403594,-0.001514517639
A.D. 2025-Aug-04 12:00:00.0000,3I/ATLAS,-0.203173383,-3.363234205,0.237737435,-0.013848917480,0.033198843129,-0.001514972750
A.D. 2025-Aug-04 18:00:00.0000,3I/ATLAS,-0.206635563,-3.354933686,0.237358635,-0.013848522955,0.033205313077,-0.001515430411
A.D. 2025-Aug-05 00:00:00.0000,3I/ATLAS,-0.210097644,-3.346631546,0.236979720,-0.013848118860,0.033211813633,-0.001515890641
A.D. 2025-Aug-05 06:00:00.0000,3I/ATLAS,-0.213559622,-3.338327777,0.236600689,-0.013847705074,0.033218344994,-0.001516353459
A.D. 2025-Aug-05 12:00:00.0000,3I/ATLAS,-0.217021496,-3.330022371,0.236221543,-0.013847281470,0.033224907358,-0.001516818886
A.D. 2025-Aug-05 18:00:00.0000,3I/ATLAS,-0.220483262,-3.321715320,0.235842280,-0.013846847922,0.033231500924,-0.001517286941
A.D. 2025-Aug-06 00:00:00.0000,3I/ATLAS,-0.223944919,-3.313406618,0.235462899,-0.013846404302,0.033238125893,-0.001517757645
A.D. 2025-Aug-06 06:00:00.0000,3I/ATLAS,-0.227406463,-3.305096255,0.235083401,-0.013845950480,0.033244782468,-0.001518231018
A.D. 2025-Aug-06 12:00:00.0000,3I/ATLAS,-0.230867893,-3.296784224,0.234703783,-0.013845486324,0.033251470853,-0.001518707081
A.D. 2025-Aug-06 18:00:00.0000,3I/ATLAS,-0.234329205,-3.288470517,0.234324047,-0.013845011699,0.033258191252,-0.001519185856
A.D. 2025-Aug-07 00:00:00.0000,3I/ATLAS,-0.237790398,-3.280155126,0.233944190,-0.013844526472,0.033264943873,-0.001519667362
A.D. 2025-Aug-07 06:00:00.0000,3I/ATLAS,-0.241251468,-3.271838042,0.233564213,-0.013844030504,0.033271728924,-0.001520151621
A.D. 2025-Aug-07 12:00:00.0000,3I/ATLAS,-0.244712412,-3.263519258,0.233184114,-0.013843523657,0.033278546615,-0.001520638655
A.D. 2025-Aug-07 18:00:00.0000,3I/ATLAS,-0.248173229,-3.255198766,0.232803893,-0.013843005790,0.033285397158,-0.001521128486
A.D. 2025-Aug-08 00:00:00.0000,3I/ATLAS,-0.251633914,-3.246876557,0.232423550,-0.013842476760,0.033292280765,-0.001521621135
A.D. 2025-Aug-08 06:00:00.0000,3I/ATLAS,-0.255094466,-3.238552623,0.232043082,-0.013841936422,0.033299197650,-0.001522116624
A.D. 2025-Aug-08 12:00:00.0000,3I/ATLAS,-0.258554882,-3.230226955,0.231662491,-0.013841384631,0.033306148031,-0.001522614976
A.D. 2025-Aug-08 18:00:00.0000,3I/ATLAS,-0.262015158,-3.221899546,0.231281775,-0.013840821236,0.033313132125,-0.001523116213
A.D. 2025-Aug-09 00:00:00.0000,3I/ATLAS,-0.265475291,-3.213570387,0.230900933,-0.013840246089,0.033320150150,-0.001523620357
A.D. 2025-Aug-09 06:00:00.0000,3I/ATLAS,-0.268935280,-3.205239468,0.230519964,-0.013839659036,0.033327202328,-0.001524127433
A.D. 2025-Aug-09 12:00:00.0000,3I/ATLAS,-0.272395120,-3.196906783,0.230138869,-0.013839059922,0.033334288882,-0.001524637462
A.D. 2025-Aug-09 18:00:00.0000,3I/ATLAS,-0.275854809,-3.188572321,0.229757645,-0.013838448591,0.033341410034,-0.001525150468
A.D. 2025-Aug-10 00:00:00.0000,3I/ATLAS,-0.279314343,-3.180236075,0.229376293,-0.013837824884,0.033348566011,-0.001525666476
A.D. 2025-Aug-10 06:00:00.0000,3I/ATLAS,-0.282773720,-3.171898035,0.228994812,-0.013837188640,0.033355757041,-0.001526185507
A.D. 2025-Aug-10 12:00:00.0000,3I/ATLAS,-0.286232936,-3.163558193,0.228613200,-0.013836539696,0.033362983351,-0.001526707588
A.D. 2025-Aug-10 18:00:00.0000,3I/ATLAS,-0.289691989,-3.155216540,0.228231458,-0.013835877887,0.033370245173,-0.001527232741
A.D. 2025-Aug-11 00:00:00.0000,3I/ATLAS,-0.293150874,-3.146873068,0.227849584,-0.013835203045,0.033377542738,-0.001527760992
A.D. 2025-Aug-11 06:00:00.0000,3I/ATLAS,-0.296609589,-3.138527766,0.227467577,-0.013834515000,0.033384876281,-0.001528292364
A.D. 2025-Aug-11 12:00:00.0000,3I/ATLAS,-0.300068130,-3.130180626,0.227085437,-0.013833813580,0.033392246037,-0.001528826884
A.D. 2025-Aug-11 18:00:00.0000,3I/ATLAS,-0.303526495,-3.121831640,0.226703163,-0.013833098610,0.033399652244,-0.001529364575
A.D. 2025-Aug-12 00:00:00.0000,3I/ATLAS,-0.306984679,-3.113480797,0.226320755,-0.013832369914,0.033407095139,-0.001529905465
A.D. 2025-Aug-12 06:00:00.0000,3I/ATLAS,-0.310442679,-3.105128089,0.225938210,-0.013831627313,0.033414574965,-0.001530449577
A.D. 2025-Aug-12 12:00:00.0000,3I/ATLAS,-0.313900491,-3.096773507,0.225555530,-0.013830870624,0.033422091962,-0.001530996939
A.D. 2025-Aug-12 18:00:00.0000,3I/ATLAS,-0.317358113,-3.088417040,0.225172712,-0.013830099664,0.033429646376,-0.001531547576
A.D. 2025-Aug-13 00:00:00.0000,3I/ATLAS,-0.320815540,-3.080058680,0.224789756,-0.013829314245,0.033437238451,-0.001532101514
A.D. 2025-Aug-13 06:00:00.0000,3I/ATLAS,-0.324272769,-3.071698418,0.224406661,-0.013828514179,0.033444868436,-0.001532658781
A.D. 2025-Aug-13 12:00:00.0000,3I/ATLAS,-0.327729796,-3.063336243,0.224023426,-0.013827699274,0.033452536579,-0.001533219403
A.D. 2025-Aug-13 18:00:00.0000,3I/ATLAS,-0.331186617,-3.054972146,0.223640051,-0.013826869335,0.033460243132,-0.001533783407
A.D. 2025-Aug-14 00:00:00.0000,3I/ATLAS,-0.334643229,-3.046606118,0.223256534,-0.013826024166,0.033467988347,-0.001534350821
A.D. 2025-Aug-14 06:00:00.0000,3I/ATLAS,-0.338099628,-3.038238149,0.222872875,-0.013825163566,0.033475772478,-0.001534921672
A.D. 2025-Aug-14 12:00:00.0000,3I/ATLAS,-0.341555809,-3.029868229,0.222489073,-0.013824287332,0.033483595782,-0.001535495989
A.D. 2025-Aug-14 18:00:00.0000,3I/ATLAS,-0.345011770,-3.021496348,0.222105127,-0.013823395261,0.033491458517,-0.001536073799
A.D. 2025-Aug-15 00:00:00.0000,3I/ATLAS,-0.348467506,-3.013122496,0.221721036,-0.013822487143,0.033499360943,-0.001536655131
A.D. 2025-Aug-15 06:00:00.0000,3I/ATLAS,-0.351923012,-3.004746664,0.221336799,-0.013821562767,0.033507303321,-0.001537240014
A.D. 2025-Aug-15 12:00:00.0000,3I/ATLAS,-0.355378286,-2.996368841,0.220952415,-0.013820621920,0.033515285914,-0.001537828477
A.D. 2025-Aug-15 18:00:00.0000,3I/ATLAS,-0.358833322,-2.987989018,0.220567884,-0.013819664384,0.033523308989,-0.001538420549
A.D. 2025-Aug-16 00:00:00.0000,3I/ATLAS,-0.362288117,-2.979607183,0.220183205,-0.013818689941,0.033531372811,-0.001539016259
A.D. 2025-Aug-16 06:00:00.0000,3I/ATLAS,-0.365742665,-2.971223328,0.219798376,-0.013817698367,0.033539477649,-0.001539615638
A.D. 2025-Aug-16 12:00:00.0000,3I/ATLAS,-0.369196964,-2.962837441,0.219413397,-0.013816689435,0.033547623775,-0.001540218716
