API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Thu Oct 23 07:08:49 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: ATLAS (C/2025 N1)               {source: JPL#27}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Jul-01 00:00:00.0000 TDB
Stop  time      : A.D. 2026-Apr-01 00:00:00.0000 TDB
Step-size       : 360 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Small perturbers: Yes                             {source: SB441-N16}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2460884.5 ! 2025-Jul-28.0000000 (TDB)    RMSW= n.a.
   EC= 6.137350157289094   QR= 1.356065570996796   TP= 2460977.9835359612
   OM= 322.1522849649193   W= 128.0116082517727    IN= 175.1128577937168
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-9.927233344029041E-02  Y=-3.412582681072442E+00  Z=-1.208085018027772E+00
  VX=-1.385685492290884E-02 VY= 3.089107600479588E-02 VZ= 1.175545369890605E-02
Comet physical (GM= km^3/s^2; RAD= km):
   GM= n.a.                RAD= n.a.
   M1=  12.3     M2=  n.a.     k1=  4.5    k2= n.a.     PHCOF= n.a.
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460861.750000000, A.D. 2025-Jul-05 06:00:00.0000,  2.159760106024663E-01, -4.357564211445315E+00,  2.828828262415582E-01, -1.385215215408920E-02,  3.259384629691651E-02, -1.473940549749833E-03,
2460862.000000000, A.D. 2025-Jul-05 12:00:00.0000,  2.125129487190701E-01, -4.349415267268930E+00,  2.825143097566624E-01, -1.385234258191473E-02,  3.259770958723548E-02, -1.474191513776894E-03,
2460862.250000000, A.D. 2025-Jul-05 18:00:00.0000,  2.090498394782232E-01, -4.341265355411760E+00,  2.821457303921993E-01, -1.385253100915777E-02,  3.260158775682327E-02, -1.474443587444788E-03,
2460862.500000000, A.D. 2025-Jul-06 00:00:00.0000,  2.055866833834873E-01, -4.333114472143746E+00,  2.817770878698889E-01, -1.385271740843599E-02,  3.260548088770716E-02, -1.474696777729824E-03,
2460862.750000000, A.D. 2025-Jul-06 06:00:00.0000,  2.021234809453104E-01, -4.324962613714249E+00,  2.814083819096972E-01, -1.385290175204111E-02,  3.260938906248298E-02, -1.474951091663755E-03,
2460863.000000000, A.D. 2025-Jul-06 12:00:00.0000,  1.986602326811085E-01, -4.316809776351917E+00,  2.810396122298289E-01, -1.385308401193486E-02,  3.261331236431961E-02, -1.475206536334296E-03,
2460863.250000000, A.D. 2025-Jul-06 18:00:00.0000,  1.951969391153490E-01, -4.308655956264523E+00,  2.806707785467071E-01, -1.385326415974481E-02,  3.261725087696356E-02, -1.475463118885667E-03,
2460863.500000000, A.D. 2025-Jul-07 00:00:00.0000,  1.917336007796347E-01, -4.300501149638842E+00,  2.803018805749629E-01, -1.385344216676011E-02,  3.262120468474358E-02, -1.475720846519112E-03,
2460863.750000000, A.D. 2025-Jul-07 06:00:00.0000,  1.882702182127887E-01, -4.292345352640483E+00,  2.799329180274191E-01, -1.385361800392729E-02,  3.262517387257526E-02, -1.475979726493434E-03,
2460864.000000000, A.D. 2025-Jul-07 12:00:00.0000,  1.848067919609408E-01, -4.284188561413758E+00,  2.795638906150779E-01, -1.385379164184585E-02,  3.262915852596579E-02, -1.476239766125549E-03,
2460864.250000000, A.D. 2025-Jul-07 18:00:00.0000,  1.813433225776148E-01, -4.276030772081531E+00,  2.791947980471040E-01, -1.385396305076394E-02,  3.263315873101860E-02, -1.476500972791038E-03,
2460864.500000000, A.D. 2025-Jul-08 00:00:00.0000,  1.778798106238168E-01, -4.267871980745054E+00,  2.788256400308106E-01, -1.385413220057385E-02,  3.263717457443817E-02, -1.476763353924684E-03,
2460864.750000000, A.D. 2025-Jul-08 06:00:00.0000,  1.744162566681249E-01, -4.259712183483840E+00,  2.784564162716449E-01, -1.385429906080752E-02,  3.264120614353478E-02, -1.477026917021053E-03,
2460865.000000000, A.D. 2025-Jul-08 12:00:00.0000,  1.709526612867795E-01, -4.251551376355490E+00,  2.780871264731736E-01, -1.385446360063197E-02,  3.264525352622945E-02, -1.477291669635056E-03,
2460865.250000000, A.D. 2025-Jul-08 18:00:00.0000,  1.674890250637755E-01, -4.243389555395549E+00,  2.777177703370663E-01, -1.385462578884464E-02,  3.264931681105868E-02, -1.477557619382522E-03,
2460865.500000000, A.D. 2025-Jul-09 00:00:00.0000,  1.640253485909552E-01, -4.235226716617354E+00,  2.773483475630818E-01, -1.385478559386871E-02,  3.265339608717950E-02, -1.477824773940774E-03,
2460865.750000000, A.D. 2025-Jul-09 06:00:00.0000,  1.605616324681021E-01, -4.227062856011871E+00,  2.769788578490503E-01, -1.385494298374831E-02,  3.265749144437434E-02, -1.478093141049210E-03,
2460866.000000000, A.D. 2025-Jul-09 12:00:00.0000,  1.570978773030370E-01, -4.218897969547545E+00,  2.766093008908614E-01, -1.385509792614372E-02,  3.266160297305610E-02, -1.478362728509924E-03,
2460866.250000000, A.D. 2025-Jul-09 18:00:00.0000,  1.536340837117136E-01, -4.210732053170134E+00,  2.762396763824440E-01, -1.385525038832641E-02,  3.266573076427311E-02, -1.478633544188245E-03,
2460866.500000000, A.D. 2025-Jul-10 00:00:00.0000,  1.501702523183172E-01, -4.202565102802557E+00,  2.758699840157547E-01, -1.385540033717414E-02,  3.266987490971435E-02, -1.478905596013430E-03,
2460866.750000000, A.D. 2025-Jul-10 06:00:00.0000,  1.467063837553634E-01, -4.194397114344731E+00,  2.755002234807595E-01, -1.385554773916586E-02,  3.267403550171442E-02, -1.479178891979178E-03,
2460867.000000000, A.D. 2025-Jul-10 12:00:00.0000,  1.432424786637982E-01, -4.186228083673408E+00,  2.751303944654160E-01, -1.385569256037666E-02,  3.267821263325883E-02, -1.479453440144318E-03,
2460867.250000000, A.D. 2025-Jul-10 18:00:00.0000,  1.397785376931001E-01, -4.178058006642005E+00,  2.747604966556602E-01, -1.385583476647252E-02,  3.268240639798916E-02, -1.479729248633410E-03,
2460867.500000000, A.D. 2025-Jul-11 00:00:00.0000,  1.363145615013827E-01, -4.169886879080456E+00,  2.743905297353895E-01, -1.385597432270514E-02,  3.268661689020833E-02, -1.480006325637363E-03,
2460867.750000000, A.D. 2025-Jul-11 06:00:00.0000,  1.328505507554990E-01, -4.161714696795032E+00,  2.740204933864440E-01, -1.385611119390655E-02,  3.269084420488590E-02, -1.480284679414091E-03,
2460868.000000000, A.D. 2025-Jul-11 12:00:00.0000,  1.293865061311469E-01, -4.153541455568175E+00,  2.736503872885913E-01, -1.385624534448376E-02,  3.269508843766339E-02, -1.480564318289152E-03,
2460868.250000000, A.D. 2025-Jul-11 18:00:00.0000,  1.259224283129766E-01, -4.145367151158333E+00,  2.732802111195088E-01, -1.385637673841323E-02,  3.269934968485970E-02, -1.480845250656396E-03,
2460868.500000000, A.D. 2025-Jul-12 00:00:00.0000,  1.224583179946980E-01, -4.137191779299794E+00,  2.729099645547672E-01, -1.385650533923539E-02,  3.270362804347651E-02, -1.481127484978629E-03,
2460868.750000000, A.D. 2025-Jul-12 06:00:00.0000,  1.189941758791917E-01, -4.129015335702505E+00,  2.725396472678125E-01, -1.385663111004896E-02,  3.270792361120380E-02, -1.481411029788276E-03,
2460869.000000000, A.D. 2025-Jul-12 12:00:00.0000,  1.155300026786188E-01, -4.120837816051903E+00,  2.721692589299491E-01, -1.385675401350524E-02,  3.271223648642529E-02, -1.481695893688046E-03,
2460869.250000000, A.D. 2025-Jul-12 18:00:00.0000,  1.120657991145344E-01, -4.112659216008746E+00,  2.717987992103215E-01, -1.385687401180238E-02,  3.271656676822408E-02, -1.481982085351619E-03,
2460869.500000000, A.D. 2025-Jul-13 00:00:00.0000,  1.086015659180013E-01, -4.104479531208929E+00,  2.714282677758973E-01, -1.385699106667945E-02,  3.272091455638821E-02, -1.482269613524339E-03,
2460869.750000000, A.D. 2025-Jul-13 06:00:00.0000,  1.051373038297055E-01, -4.096298757263315E+00,  2.710576642914492E-01, -1.385710513941054E-02,  3.272527995141635E-02, -1.482558487023897E-03,
2460870.000000000, A.D. 2025-Jul-13 12:00:00.0000,  1.016730136000733E-01, -4.088116889757550E+00,  2.706869884195344E-01, -1.385721619079867E-02,  3.272966305452348E-02, -1.482848714741040E-03,
2460870.250000000, A.D. 2025-Jul-13 18:00:00.0000,  9.820869598938958E-02, -4.079933924251887E+00,  2.703162398204801E-01, -1.385732418116972E-02,  3.273406396764658E-02, -1.483140305640273E-03,
2460870.500000000, A.D. 2025-Jul-14 00:00:00.0000,  9.474435176791828E-02, -4.071749856281006E+00,  2.699454181523631E-01, -1.385742907036623E-02,  3.273848279345057E-02, -1.483433268760579E-03,
2460870.750000000, A.D. 2025-Jul-14 06:00:00.0000,  9.127998171602358E-02, -4.063564681353824E+00,  2.695745230709889E-01, -1.385753081774106E-02,  3.274291963533396E-02, -1.483727613216157E-03,
2460871.000000000, A.D. 2025-Jul-14 12:00:00.0000,  8.781558662429341E-02, -4.055378394953323E+00,  2.692035542298779E-01, -1.385762938215104E-02,  3.274737459743490E-02, -1.484023348197131E-03,
2460871.250000000, A.D. 2025-Jul-14 18:00:00.0000,  8.435116729366417E-02, -4.047190992536351E+00,  2.688325112802410E-01, -1.385772472195053E-02,  3.275184778463697E-02, -1.484320482970305E-03,
2460871.500000000, A.D. 2025-Jul-15 00:00:00.0000,  8.088672453554716E-02, -4.039002469533445E+00,  2.684613938709650E-01, -1.385781679498480E-02,  3.275633930257527E-02, -1.484619026879911E-03,
2460871.750000000, A.D. 2025-Jul-15 06:00:00.0000,  7.742225917195665E-02, -4.030812821348637E+00,  2.680902016485882E-01, -1.385790555858340E-02,  3.276084925764237E-02, -1.484918989348364E-03,
2460872.000000000, A.D. 2025-Jul-15 12:00:00.0000,  7.395777203563969E-02, -4.022622043359268E+00,  2.677189342572858E-01, -1.385799096955342E-02,  3.276537775699440E-02, -1.485220379877012E-03,
2460872.250000000, A.D. 2025-Jul-15 18:00:00.0000,  7.049326397020766E-02, -4.014430130915791E+00,  2.673475913388466E-01, -1.385807298417264E-02,  3.276992490855723E-02, -1.485523208046941E-03,
2460872.500000000, A.D. 2025-Jul-16 00:00:00.0000,  6.702873583026930E-02, -4.006237079341582E+00,  2.669761725326539E-01, -1.385815155818258E-02,  3.277449082103251E-02, -1.485827483519725E-03,
2460872.750000000, A.D. 2025-Jul-16 06:00:00.0000,  6.356418848156577E-02, -3.998042883932745E+00,  2.666046774756662E-01, -1.385822664678149E-02,  3.277907560390401E-02, -1.486133216038228E-03,
2460873.000000000, A.D. 2025-Jul-16 12:00:00.0000,  6.009962280110728E-02, -3.989847539957911E+00,  2.662331058023960E-01, -1.385829820461716E-02,  3.278367936744381E-02, -1.486440415427407E-03,
2460873.250000000, A.D. 2025-Jul-16 18:00:00.0000,  5.663503967731171E-02, -3.981651042658047E+00,  2.658614571448878E-01, -1.385836618577973E-02,  3.278830222271867E-02, -1.486749091595102E-03,
2460873.500000000, A.D. 2025-Jul-17 00:00:00.0000,  5.317044001014483E-02, -3.973453387246253E+00,  2.654897311327009E-01, -1.385843054379430E-02,  3.279294428159629E-02, -1.487059254532880E-03,
2460873.750000000, A.D. 2025-Jul-17 06:00:00.0000,  4.970582471126257E-02, -3.965254568907561E+00,  2.651179273928846E-01, -1.385849123161351E-02,  3.279760565675185E-02, -1.487370914316826E-03,
2460874.000000000, A.D. 2025-Jul-17 12:00:00.0000,  4.624119470415500E-02, -3.957054582798732E+00,  2.647460455499590E-01, -1.385854820160998E-02,  3.280228646167437E-02, -1.487684081108395E-03,
2460874.250000000, A.D. 2025-Jul-17 18:00:00.0000,  4.277655092429240E-02, -3.948853424048052E+00,  2.643740852258927E-01, -1.385860140556864E-02,  3.280698681067326E-02, -1.487998765155248E-03,
2460874.500000000, A.D. 2025-Jul-18 00:00:00.0000,  3.931189431927303E-02, -3.940651087755130E+00,  2.640020460400824E-01, -1.385865079467898E-02,  3.281170681888487E-02, -1.488314976792116E-03,
2460874.750000000, A.D. 2025-Jul-18 06:00:00.0000,  3.584722584897306E-02, -3.932447568990681E+00,  2.636299276093294E-01, -1.385869631952711E-02,  3.281644660227910E-02, -1.488632726441639E-03,
2460875.000000000, A.D. 2025-Jul-18 12:00:00.0000,  3.238254648569838E-02, -3.924242862796327E+00,  2.632577295478182E-01, -1.385873793008783E-02,  3.282120627766605E-02, -1.488952024615251E-03,
2460875.250000000, A.D. 2025-Jul-18 18:00:00.0000,  2.891785721433842E-02, -3.916036964184379E+00,  2.628854514670945E-01, -1.385877557571648E-02,  3.282598596270273E-02, -1.489272881914051E-03,
2460875.500000000, A.D. 2025-Jul-19 00:00:00.0000,  2.545315903252207E-02, -3.907829868137631E+00,  2.625130929760432E-01, -1.385880920514071E-02,  3.283078577589982E-02, -1.489595309029699E-03,
2460875.750000000, A.D. 2025-Jul-19 06:00:00.0000,  2.198845295077567E-02, -3.899621569609138E+00,  2.621406536808635E-01, -1.385883876645215E-02,  3.283560583662848E-02, -1.489919316745302E-03,
2460876.000000000, A.D. 2025-Jul-19 12:00:00.0000,  1.852373999268298E-02, -3.891412063522005E+00,  2.617681331850479E-01, -1.385886420709795E-02,  3.284044626512720E-02, -1.490244915936339E-03,
2460876.250000000, A.D. 2025-Jul-19 18:00:00.0000,  1.505902119504748E-02, -3.883201344769169E+00,  2.613955310893586E-01, -1.385888547387218E-02,  3.284530718250871E-02, -1.490572117571567E-03,
2460876.500000000, A.D. 2025-Jul-20 00:00:00.0000,  1.159429760805664E-02, -3.874989408213179E+00,  2.610228469918034E-01, -1.385890251290710E-02,  3.285018871076694E-02, -1.490900932713941E-03,
2460876.750000000, A.D. 2025-Jul-20 06:00:00.0000,  8.129570295448517E-03, -3.866776248685976E+00,  2.606500804876133E-01, -1.385891526966436E-02,  3.285509097278404E-02, -1.491231372521575E-03,
2460877.000000000, A.D. 2025-Jul-20 12:00:00.0000,  4.664840334680518E-03, -3.858561860988663E+00,  2.602772311692162E-01, -1.385892368892601E-02,  3.286001409233744E-02, -1.491563448248664E-03,
2460877.250000000, A.D. 2025-Jul-20 18:00:00.0000,  1.200108817100427E-03, -3.850346239891291E+00,  2.599042986262165E-01, -1.385892771478543E-02,  3.286495819410691E-02, -1.491897171246460E-03,
2460877.500000000, A.D. 2025-Jul-21 00:00:00.0000, -2.264623151880261E-03, -3.842129380132627E+00,  2.595312824453669E-01, -1.385892729063806E-02,  3.286992340368181E-02, -1.492232552964233E-03,
2460877.750000000, A.D. 2025-Jul-21 06:00:00.0000, -5.729354452610712E-03, -3.833911276419927E+00,  2.591581822105457E-01, -1.385892235917211E-02,  3.287490984756825E-02, -1.492569604950252E-03,
2460878.000000000, A.D. 2025-Jul-21 12:00:00.0000, -9.194083951022733E-03, -3.825691923428701E+00,  2.587849975027320E-01, -1.385891286235901E-02,  3.287991765319636E-02, -1.492908338852764E-03,
2460878.250000000, A.D. 2025-Jul-21 18:00:00.0000, -1.265881049845041E-02, -3.817471315802489E+00,  2.584117278999804E-01, -1.385889874144379E-02,  3.288494694892759E-02, -1.493248766421013E-03,
2460878.500000000, A.D. 2025-Jul-22 00:00:00.0000, -1.612353293144726E-02, -3.809249448152623E+00,  2.580383729773956E-01, -1.385887993693531E-02,  3.288999786406215E-02, -1.493590899506238E-03,
2460878.750000000, A.D. 2025-Jul-22 06:00:00.0000, -1.958825007160096E-02, -3.801026315057990E+00,  2.576649323071054E-01, -1.385885638859638E-02,  3.289507052884632E-02, -1.493934750062696E-03,
2460879.000000000, A.D. 2025-Jul-22 12:00:00.0000, -2.305296072534559E-02, -3.792801911064798E+00,  2.572914054582369E-01, -1.385882803543365E-02,  3.290016507448001E-02, -1.494280330148695E-03,
2460879.250000000, A.D. 2025-Jul-22 18:00:00.0000, -2.651766368377131E-02, -3.784576230686334E+00,  2.569177919968900E-01, -1.385879481568744E-02,  3.290528163312426E-02, -1.494627651927640E-03,
2460879.500000000, A.D. 2025-Jul-23 00:00:00.0000, -2.998235772243151E-02, -3.776349268402727E+00,  2.565440914861097E-01, -1.385875666682139E-02,  3.291042033790877E-02, -1.494976727669090E-03,
2460879.750000000, A.D. 2025-Jul-23 06:00:00.0000, -3.344704160114727E-02, -3.768121018660696E+00,  2.561703034858611E-01, -1.385871352551193E-02,  3.291558132293956E-02, -1.495327569749818E-03,
2460880.000000000, A.D. 2025-Jul-23 12:00:00.0000, -3.691171406380932E-02, -3.759891475873315E+00,  2.557964275529999E-01, -1.385866532763767E-02,  3.292076472330666E-02, -1.495680190654893E-03,
2460880.250000000, A.D. 2025-Jul-23 18:00:00.0000, -4.037637383817715E-02, -3.751660634419761E+00,  2.554224632412488E-01, -1.385861200826854E-02,  3.292597067509178E-02, -1.496034602978771E-03,
2460880.500000000, A.D. 2025-Jul-24 00:00:00.0000, -4.384101963567553E-02, -3.743428488645064E+00,  2.550484101011672E-01, -1.385855350165485E-02,  3.293119931537617E-02, -1.496390819426393E-03,
2460880.750000000, A.D. 2025-Jul-24 06:00:00.0000, -4.730565015118816E-02, -3.735195032859859E+00,  2.546742676801244E-01, -1.385848974121615E-02,  3.293645078224836E-02, -1.496748852814304E-03,
2460881.000000000, A.D. 2025-Jul-24 12:00:00.0000, -5.077026406284869E-02, -3.726960261340135E+00,  2.543000355222713E-01, -1.385842065952996E-02,  3.294172521481209E-02, -1.497108716071770E-03,
2460881.250000000, A.D. 2025-Jul-24 18:00:00.0000, -5.423486003182859E-02, -3.718724168326972E+00,  2.539257131685127E-01, -1.385834618832029E-02,  3.294702275319424E-02, -1.497470422241921E-03,
2460881.500000000, A.D. 2025-Jul-25 00:00:00.0000, -5.769943670212255E-02, -3.710486748026293E+00,  2.535513001564781E-01, -1.385826625844601E-02,  3.295234353855278E-02, -1.497833984482906E-03,
2460881.750000000, A.D. 2025-Jul-25 06:00:00.0000, -6.116399270033052E-02, -3.702247994608601E+00,  2.531767960204927E-01, -1.385818079988907E-02,  3.295768771308483E-02, -1.498199416069031E-03,
2460882.000000000, A.D. 2025-Jul-25 12:00:00.0000, -6.462852663543711E-02, -3.694007902208718E+00,  2.528022002915492E-01, -1.385808974174255E-02,  3.296305542003475E-02, -1.498566730391977E-03,
2460882.250000000, A.D. 2025-Jul-25 18:00:00.0000, -6.809303709858787E-02, -3.685766464925527E+00,  2.524275124972765E-01, -1.385799301219846E-02,  3.296844680370219E-02, -1.498935940961939E-03,
2460882.500000000, A.D. 2025-Jul-26 00:00:00.0000, -7.155752266286235E-02, -3.677523676821697E+00,  2.520527321619123E-01, -1.385789053853549E-02,  3.297386200945038E-02, -1.499307061408865E-03,
2460882.750000000, A.D. 2025-Jul-26 06:00:00.0000, -7.502198188304438E-02, -3.669279531923428E+00,  2.516778588062702E-01, -1.385778224710643E-02,  3.297930118371430E-02, -1.499680105483631E-03,
2460883.000000000, A.D. 2025-Jul-26 12:00:00.0000, -7.848641329538890E-02, -3.661034024220174E+00,  2.513028919477122E-01, -1.385766806332555E-02,  3.298476447400894E-02, -1.500055087059310E-03,
2460883.250000000, A.D. 2025-Jul-26 18:00:00.0000, -8.195081541738575E-02, -3.652787147664374E+00,  2.509278311001160E-01, -1.385754791165569E-02,  3.299025202893770E-02, -1.500432020132381E-03,
2460883.500000000, A.D. 2025-Jul-27 00:00:00.0000, -8.541518674752024E-02, -3.644538896171180E+00,  2.505526757738449E-01, -1.385742171559519E-02,  3.299576399820067E-02, -1.500810918823984E-03,
2460883.750000000, A.D. 2025-Jul-27 06:00:00.0000, -8.887952576503026E-02, -3.636289263618181E+00,  2.501774254757155E-01, -1.385728939766466E-02,  3.300130053260315E-02, -1.501191797381200E-03,
2460884.000000000, A.D. 2025-Jul-27 12:00:00.0000, -9.234383092966031E-02, -3.628038243845127E+00,  2.498020797089681E-01, -1.385715087939350E-02,  3.300686178406403E-02, -1.501574670178305E-03,
2460884.250000000, A.D. 2025-Jul-27 18:00:00.0000, -9.580810068141184E-02, -3.619785830653644E+00,  2.494266379732317E-01, -1.385700608130628E-02,  3.301244790562441E-02, -1.501959551718093E-03,
2460884.500000000, A.D. 2025-Jul-28 00:00:00.0000, -9.927233344029046E-02, -3.611532017806962E+00,  2.490510997644946E-01, -1.385685492290884E-02,  3.301805905145607E-02, -1.502346456633175E-03,
2460884.750000000, A.D. 2025-Jul-28 06:00:00.0000, -1.027365276060494E-01, -3.603276799029622E+00,  2.486754645750704E-01, -1.385669732267428E-02,  3.302369537687014E-02, -1.502735399687266E-03,
2460885.000000000, A.D. 2025-Jul-28 12:00:00.0000, -1.062006815579296E-01, -3.595020168007193E+00,  2.482997318935652E-01, -1.385653319802867E-02,  3.302935703832573E-02, -1.503126395776571E-03,
2460885.250000000, A.D. 2025-Jul-28 18:00:00.0000, -1.096647936543962E-01, -3.586762118385990E+00,  2.479239012048438E-01, -1.385636246533658E-02,  3.303504419343867E-02, -1.503519459931102E-03,
2460885.500000000, A.D. 2025-Jul-29 00:00:00.0000, -1.131288622328711E-01, -3.578502643772774E+00,  2.475479719899973E-01, -1.385618503988636E-02,  3.304075700099023E-02, -1.503914607316044E-03,
2460885.750000000, A.D. 2025-Jul-29 06:00:00.0000, -1.165928856094624E-01, -3.570241737734465E+00,  2.471719437263082E-01, -1.385600083587527E-02,  3.304649562093591E-02, -1.504311853233143E-03,
2460886.000000000, A.D. 2025-Jul-29 12:00:00.0000, -1.200568620786894E-01, -3.561979393797848E+00,  2.467958158872167E-01, -1.385580976639434E-02,  3.305226021441428E-02, -1.504711213122089E-03,
2460886.250000000, A.D. 2025-Jul-29 18:00:00.0000, -1.235207899132044E-01, -3.553715605449273E+00,  2.464195879422851E-01, -1.385561174341299E-02,  3.305805094375591E-02, -1.505112702561927E-03,
